Timestamp,RL_Signal,Close,Cash,Holdings,Portfolio_RL
2015-02-02 00:00:00+05:30,-1,51.0,10000.0,0,10000.0
2015-02-03 00:00:00+05:30,1,51.0,4.0,196,10000.0
2015-02-04 00:00:00+05:30,1,51.5,4.0,196,10098.0
2015-02-05 00:00:00+05:30,1,51.5,4.0,196,10098.0
2015-02-06 00:00:00+05:30,1,50.6,4.0,196,9921.6
2015-02-07 00:00:00+05:30,-1,49.5,9706.0,0,9706.0
2015-02-08 00:00:00+05:30,1,49.5,4.0,196,9706.0
2015-02-09 00:00:00+05:30,1,49.5,4.0,196,9706.0
2015-02-10 00:00:00+05:30,1,50.0,4.0,196,9804.0
2015-02-11 00:00:00+05:30,-1,51.45,10088.2,0,10088.2
2015-02-12 00:00:00+05:30,1,50.65,8.850000000000364,199,10088.2
2015-02-13 00:00:00+05:30,1,50.35,8.850000000000364,199,10028.5
2015-02-14 00:00:00+05:30,1,50.0,8.850000000000364,199,9958.85
2015-02-15 00:00:00+05:30,-1,50.0,9958.85,0,9958.85
2015-02-16 00:00:00+05:30,1,50.0,8.850000000000364,199,9958.85
2015-02-17 00:00:00+05:30,1,51.85,8.850000000000364,199,10327.0
2015-02-18 00:00:00+05:30,1,51.85,8.850000000000364,199,10327.0
2015-02-19 00:00:00+05:30,1,52.7,8.850000000000364,199,10496.150000000001
2015-02-20 00:00:00+05:30,-1,52.4,10436.45,0,10436.45
2015-02-21 00:00:00+05:30,-1,52.3,10436.45,0,10436.45
2015-02-22 00:00:00+05:30,1,52.3,28.75000000000182,199,10436.45
2015-02-23 00:00:00+05:30,1,52.3,28.75000000000182,199,10436.45
2015-02-24 00:00:00+05:30,1,51.15,28.75000000000182,199,10207.600000000002
2015-02-25 00:00:00+05:30,1,51.65,28.75000000000182,199,10307.100000000002
2015-02-26 00:00:00+05:30,1,51.55,28.75000000000182,199,10287.2
2015-02-27 00:00:00+05:30,1,51.1,28.75000000000182,199,10197.650000000001
2015-02-28 00:00:00+05:30,1,50.4,28.75000000000182,199,10058.350000000002
2015-03-01 00:00:00+05:30,-1,50.6,10098.150000000001,0,10098.150000000001
2015-03-02 00:00:00+05:30,1,50.6,28.75000000000182,199,10098.150000000001
2015-03-03 00:00:00+05:30,1,50.55,28.75000000000182,199,10088.2
2015-03-04 00:00:00+05:30,1,52.65,28.75000000000182,199,10506.100000000002
2015-03-05 00:00:00+05:30,1,51.5,28.75000000000182,199,10277.250000000002
2015-03-06 00:00:00+05:30,1,51.4,28.75000000000182,199,10257.350000000002
2015-03-07 00:00:00+05:30,1,51.4,28.75000000000182,199,10257.350000000002
2015-03-08 00:00:00+05:30,1,51.4,28.75000000000182,199,10257.350000000002
2015-03-09 00:00:00+05:30,1,51.4,28.75000000000182,199,10257.350000000002
2015-03-10 00:00:00+05:30,1,50.6,28.75000000000182,199,10098.150000000001
2015-03-11 00:00:00+05:30,1,54.0,28.75000000000182,199,10774.750000000002
2015-03-12 00:00:00+05:30,1,53.15,28.75000000000182,199,10605.600000000002
2015-03-13 00:00:00+05:30,1,54.1,28.75000000000182,199,10794.650000000001
2015-03-14 00:00:00+05:30,1,51.95,28.75000000000182,199,10366.800000000003
2015-03-15 00:00:00+05:30,1,51.95,28.75000000000182,199,10366.800000000003
2015-03-16 00:00:00+05:30,1,51.95,28.75000000000182,199,10366.800000000003
2015-03-17 00:00:00+05:30,1,50.95,28.75000000000182,199,10167.800000000003
2015-03-18 00:00:00+05:30,1,50.6,28.75000000000182,199,10098.150000000001
2015-03-19 00:00:00+05:30,1,50.85,28.75000000000182,199,10147.900000000001
2015-03-20 00:00:00+05:30,1,50.0,28.75000000000182,199,9978.750000000002
2015-03-21 00:00:00+05:30,1,49.0,28.75000000000182,199,9779.750000000002
2015-03-22 00:00:00+05:30,1,49.0,28.75000000000182,199,9779.750000000002
2015-03-23 00:00:00+05:30,1,49.0,28.75000000000182,199,9779.750000000002
2015-03-24 00:00:00+05:30,-1,49.1,9799.650000000001,0,9799.650000000001
2015-03-25 00:00:00+05:30,1,49.85,29.05000000000109,196,9799.650000000001
2015-03-26 00:00:00+05:30,1,47.7,29.05000000000109,196,9378.250000000002
2015-03-27 00:00:00+05:30,1,47.5,29.05000000000109,196,9339.050000000001
2015-03-28 00:00:00+05:30,-1,46.6,9162.650000000001,0,9162.650000000001
2015-03-29 00:00:00+05:30,1,46.6,29.05000000000109,196,9162.650000000001
2015-03-30 00:00:00+05:30,1,46.6,29.05000000000109,196,9162.650000000001
2015-03-31 00:00:00+05:30,1,49.5,29.05000000000109,196,9731.050000000001
2015-04-01 00:00:00+05:30,1,49.0,29.05000000000109,196,9633.050000000001
2015-04-02 00:00:00+05:30,-1,49.95,9819.250000000002,0,9819.250000000002
2015-04-03 00:00:00+05:30,1,49.95,29.05000000000109,196,9819.250000000002
2015-04-04 00:00:00+05:30,1,49.95,29.05000000000109,196,9819.250000000002
2015-04-05 00:00:00+05:30,1,49.95,29.05000000000109,196,9819.250000000002
2015-04-06 00:00:00+05:30,-1,49.95,9819.250000000002,0,9819.250000000002
2015-04-07 00:00:00+05:30,1,49.95,29.05000000000109,196,9819.250000000002
2015-04-08 00:00:00+05:30,-1,50.0,9829.050000000001,0,9829.050000000001
2015-04-09 00:00:00+05:30,1,49.5,28.05000000000109,198,9829.050000000001
2015-04-10 00:00:00+05:30,1,49.9,28.05000000000109,198,9908.25
2015-04-11 00:00:00+05:30,1,49.9,28.05000000000109,198,9908.25
2015-04-12 00:00:00+05:30,1,49.9,28.05000000000109,198,9908.25
2015-04-13 00:00:00+05:30,1,49.9,28.05000000000109,198,9908.25
2015-04-14 00:00:00+05:30,1,50.25,28.05000000000109,198,9977.550000000001
2015-04-15 00:00:00+05:30,-1,50.25,9977.550000000001,0,9977.550000000001
2015-04-16 00:00:00+05:30,-1,50.0,9977.550000000001,0,9977.550000000001
2015-04-17 00:00:00+05:30,1,50.45,38.899999999999636,197,9977.550000000001
2015-04-18 00:00:00+05:30,1,49.6,38.899999999999636,197,9810.1
2015-04-19 00:00:00+05:30,1,49.6,38.899999999999636,197,9810.1
2015-04-20 00:00:00+05:30,1,49.6,38.899999999999636,197,9810.1
2015-04-21 00:00:00+05:30,1,48.2,38.899999999999636,197,9534.300000000001
2015-04-22 00:00:00+05:30,1,47.65,38.899999999999636,197,9425.949999999999
2015-04-23 00:00:00+05:30,-1,47.85,9465.35,0,9465.35
2015-04-24 00:00:00+05:30,1,47.3,5.350000000000364,200,9465.35
2015-04-25 00:00:00+05:30,1,46.75,5.350000000000364,200,9355.35
2015-04-26 00:00:00+05:30,1,46.75,5.350000000000364,200,9355.35
2015-04-27 00:00:00+05:30,1,46.75,5.350000000000364,200,9355.35
2015-04-28 00:00:00+05:30,1,46.3,5.350000000000364,200,9265.35
2015-04-29 00:00:00+05:30,1,45.8,5.350000000000364,200,9165.35
2015-04-30 00:00:00+05:30,1,45.95,5.350000000000364,200,9195.35
2015-05-01 00:00:00+05:30,1,46.2,5.350000000000364,200,9245.35
2015-05-02 00:00:00+05:30,1,46.2,5.350000000000364,200,9245.35
2015-05-03 00:00:00+05:30,1,46.2,5.350000000000364,200,9245.35
2015-05-04 00:00:00+05:30,-1,46.2,9245.35,0,9245.35
2015-05-05 00:00:00+05:30,1,47.0,33.350000000000364,196,9245.35
2015-05-06 00:00:00+05:30,1,46.4,33.350000000000364,196,9127.75
2015-05-07 00:00:00+05:30,1,46.0,33.350000000000364,196,9049.35
2015-05-08 00:00:00+05:30,1,44.0,33.350000000000364,196,8657.35
2015-05-09 00:00:00+05:30,1,45.05,33.350000000000364,196,8863.15
2015-05-10 00:00:00+05:30,1,45.05,33.350000000000364,196,8863.15
2015-05-11 00:00:00+05:30,1,45.05,33.350000000000364,196,8863.15
2015-05-12 00:00:00+05:30,1,44.25,33.350000000000364,196,8706.35
2015-05-13 00:00:00+05:30,1,42.7,33.350000000000364,196,8402.550000000001
2015-05-14 00:00:00+05:30,1,43.0,33.350000000000364,196,8461.35
2015-05-15 00:00:00+05:30,1,43.1,33.350000000000364,196,8480.95
2015-05-16 00:00:00+05:30,1,44.95,33.350000000000364,196,8843.550000000001
2015-05-17 00:00:00+05:30,1,44.95,33.350000000000364,196,8843.550000000001
2015-05-18 00:00:00+05:30,1,44.95,33.350000000000364,196,8843.550000000001
2015-05-19 00:00:00+05:30,1,45.5,33.350000000000364,196,8951.35
2015-05-20 00:00:00+05:30,1,47.65,33.350000000000364,196,9372.75
2015-05-21 00:00:00+05:30,1,48.6,33.350000000000364,196,9558.95
2015-05-22 00:00:00+05:30,1,47.7,33.350000000000364,196,9382.550000000001
2015-05-23 00:00:00+05:30,1,48.0,33.350000000000364,196,9441.35
2015-05-24 00:00:00+05:30,1,48.0,33.350000000000364,196,9441.35
2015-05-25 00:00:00+05:30,1,48.0,33.350000000000364,196,9441.35
2015-05-26 00:00:00+05:30,1,49.2,33.350000000000364,196,9676.550000000001
2015-05-27 00:00:00+05:30,1,50.4,33.350000000000364,196,9911.75
2015-05-28 00:00:00+05:30,1,49.6,33.350000000000364,196,9754.95
2015-05-29 00:00:00+05:30,1,49.7,33.350000000000364,196,9774.550000000001
2015-05-30 00:00:00+05:30,1,50.35,33.350000000000364,196,9901.95
2015-05-31 00:00:00+05:30,1,50.35,33.350000000000364,196,9901.95
