Timestamp,RL_Signal,Close,Cash,Holdings,Portfolio_RL
2022-09-19 00:00:00+05:30,1,56.7,20.799999999999272,176,10000.0
2022-09-20 00:00:00+05:30,1,56.7,20.799999999999272,176,10000.0
2022-09-21 00:00:00+05:30,1,59.5,20.799999999999272,176,10492.8
2022-09-22 00:00:00+05:30,1,62.4,20.799999999999272,176,11003.199999999999
2022-09-23 00:00:00+05:30,1,59.85,20.799999999999272,176,10554.4
2022-09-24 00:00:00+05:30,1,56.6,20.799999999999272,176,9982.4
2022-09-25 00:00:00+05:30,-1,56.6,9982.4,0,9982.4
2022-09-26 00:00:00+05:30,-1,56.6,9982.4,0,9982.4
2022-09-27 00:00:00+05:30,1,54.0,46.399999999999636,184,9982.4
2022-09-28 00:00:00+05:30,1,55.9,46.399999999999636,184,10332.0
2022-09-29 00:00:00+05:30,-1,53.15,9826.0,0,9826.0
2022-09-30 00:00:00+05:30,1,53.1,2.5,185,9826.0
2022-10-01 00:00:00+05:30,1,54.75,2.5,185,10131.25
2022-10-02 00:00:00+05:30,1,54.75,2.5,185,10131.25
2022-10-03 00:00:00+05:30,1,54.75,2.5,185,10131.25
2022-10-04 00:00:00+05:30,1,56.0,2.5,185,10362.5
2022-10-05 00:00:00+05:30,1,55.5,2.5,185,10270.0
2022-10-06 00:00:00+05:30,1,55.5,2.5,185,10270.0
2022-10-07 00:00:00+05:30,1,55.0,2.5,185,10177.5
2022-10-08 00:00:00+05:30,1,54.4,2.5,185,10066.5
2022-10-09 00:00:00+05:30,-1,54.4,10066.5,0,10066.5
2022-10-10 00:00:00+05:30,1,54.4,2.5,185,10066.5
2022-10-11 00:00:00+05:30,1,52.5,2.5,185,9715.0
2022-10-12 00:00:00+05:30,1,51.4,2.5,185,9511.5
2022-10-13 00:00:00+05:30,1,50.5,2.5,185,9345.0
2022-10-14 00:00:00+05:30,-1,48.2,8919.5,0,8919.5
2022-10-15 00:00:00+05:30,1,50.0,19.5,178,8919.5
2022-10-16 00:00:00+05:30,1,50.0,19.5,178,8919.5
2022-10-17 00:00:00+05:30,1,50.0,19.5,178,8919.5
2022-10-18 00:00:00+05:30,1,48.5,19.5,178,8652.5
2022-10-19 00:00:00+05:30,-1,46.85,8358.800000000001,0,8358.800000000001
2022-10-20 00:00:00+05:30,1,45.95,41.850000000000364,181,8358.800000000001
2022-10-21 00:00:00+05:30,1,47.3,41.850000000000364,181,8603.15
2022-10-22 00:00:00+05:30,1,47.5,41.850000000000364,181,8639.35
2022-10-23 00:00:00+05:30,1,47.5,41.850000000000364,181,8639.35
2022-10-24 00:00:00+05:30,1,47.5,41.850000000000364,181,8639.35
2022-10-25 00:00:00+05:30,1,47.5,41.850000000000364,181,8639.35
2022-10-26 00:00:00+05:30,1,47.5,41.850000000000364,181,8639.35
2022-10-27 00:00:00+05:30,1,47.5,41.850000000000364,181,8639.35
2022-10-28 00:00:00+05:30,1,46.0,41.850000000000364,181,8367.85
2022-10-29 00:00:00+05:30,-1,47.65,8666.5,0,8666.5
2022-10-30 00:00:00+05:30,1,47.65,41.850000000000364,181,8666.5
2022-10-31 00:00:00+05:30,1,47.65,41.850000000000364,181,8666.5
2022-11-01 00:00:00+05:30,1,46.2,41.850000000000364,181,8404.050000000001
